Должность,ЗП от,ЗП до,Валюта,Ссылка
Инженер-конструктор СПК из алюминиевого профиля,110000,150000,руб.,https://hh.ru/vacancy/76219229?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (Гособоронзаказ),65000,,руб.,https://hh.ru/vacancy/76255458?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76809105?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,,руб.,https://hh.ru/vacancy/76275320?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76664536?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,2000,,руб.,https://hh.ru/vacancy/76732792?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор ПГС,60000,100000,руб.,https://hh.ru/vacancy/76592618?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (НИОКР),80000,,руб.,https://hh.ru/vacancy/42064590?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,90000,,руб.,https://hh.ru/vacancy/76576844?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,1500,,руб.,https://hh.ru/vacancy/76693955?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,40000,45000,руб.,https://hh.ru/vacancy/76749728?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,100000,120000,руб.,https://hh.ru/vacancy/77009424?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,40000,,руб.,https://hh.ru/vacancy/76958295?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Конструктор,50000,100000,руб.,https://hh.ru/vacancy/75810927?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Начинающий инженер-конструктор,25000,35000,руб.,https://hh.ru/vacancy/76442728?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
"Инженер-конструктор (фальцевая кровля, НВФ)",100000,130000,руб.,https://hh.ru/vacancy/76597167?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,90000,руб.,https://hh.ru/vacancy/76272209?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,100000,руб.,https://hh.ru/vacancy/76972748?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (шкафное оборудование),100000,,руб.,https://hh.ru/vacancy/76327353?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76319558?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76203858?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,75000,115000,руб.,https://hh.ru/vacancy/76212034?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,53000,70000,руб.,https://hh.ru/vacancy/76267120?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,120000,руб.,https://hh.ru/vacancy/76943695?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,110000,руб.,https://hh.ru/vacancy/76221908?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий Инженер-конструктор ДЭС,100000,120000,руб.,https://hh.ru/vacancy/76835863?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76460901?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор 1 категории (Ведущий инженер),63250,67850,руб.,https://hh.ru/vacancy/72859316?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (электрооборудование),,60000,руб.,https://hh.ru/vacancy/76978762?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Главный конструктор,120000,150000,руб.,https://hh.ru/vacancy/76233055?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер - конструктор,40000,,руб.,https://hh.ru/vacancy/76650484?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76328393?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор по электрооборудованию,100000,150000,руб.,https://hh.ru/vacancy/71519715?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/74306074?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор/инженер-технолог,45000,60000,руб.,https://hh.ru/vacancy/77080562?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,45000,55000,руб.,https://hh.ru/vacancy/76796807?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (КЖ),,75000,руб.,https://hh.ru/vacancy/76277301?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор (компрессорное оборудование),100000,130000,руб.,https://hh.ru/vacancy/76786638?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,100000,,руб.,https://hh.ru/vacancy/76106057?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76637538?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,35000,55000,руб.,https://hh.ru/vacancy/76909206?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,80000,руб.,https://hh.ru/vacancy/76611633?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,70000,руб.,https://hh.ru/vacancy/76780081?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,100000,руб.,https://hh.ru/vacancy/76140933?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/71374456?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,30000,50000,руб.,https://hh.ru/vacancy/77127470?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76498887?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60,80000,руб.,https://hh.ru/vacancy/76643325?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор по металлу,40000,60000,руб.,https://hh.ru/vacancy/76693202?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор металлоконструкций (м. ВДНХ/Медведково),130000,180000,руб.,https://hh.ru/vacancy/76983232?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер - конструктор 3 категории,40000,60000,руб.,https://hh.ru/vacancy/72202117?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,55000,,руб.,https://hh.ru/vacancy/76364565?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор I категории,75000,,руб.,https://hh.ru/vacancy/71411834?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,45000,55000,руб.,https://hh.ru/vacancy/70755306?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор бюро конструирования шин,65000,,руб.,https://hh.ru/vacancy/76705727?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор по электрооборудованию автомобилей,70000,,руб.,https://hh.ru/vacancy/76864702?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76277370?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (НЧ и СВЧ платы и узлы),73000,,руб.,https://hh.ru/vacancy/76561650?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,70000,руб.,https://hh.ru/vacancy/77113567?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76645485?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-проектировщик (конструктор),100000,150000,руб.,https://hh.ru/vacancy/76594187?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,57000,,руб.,https://hh.ru/vacancy/76320600?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер по технической документации,65000,75000,руб.,https://hh.ru/vacancy/75747173?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,30000,70000,руб.,https://hh.ru/vacancy/76665771?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,90000,руб.,https://hh.ru/vacancy/77073357?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Технико-коммерческий инженер,68000,150000,руб.,https://hh.ru/vacancy/76968323?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/77049827?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
"Инженер-конструктор (электропитание, пульты, оснастка)",62000,,руб.,https://hh.ru/vacancy/76561559?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76075927?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (нестандартного оборудования/машиностроение),70000,,руб.,https://hh.ru/vacancy/76544128?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,40000,,руб.,https://hh.ru/vacancy/52267403?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,70000,руб.,https://hh.ru/vacancy/76266902?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор корпусной мебели,60000,115000,руб.,https://hh.ru/vacancy/76675942?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/77007124?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76978892?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,70000,руб.,https://hh.ru/vacancy/76079925?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор отдела 350,55000,,руб.,https://hh.ru/vacancy/76993676?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Конструктор оконного производства / инженер-конструктор,50000,70000,руб.,https://hh.ru/vacancy/76160493?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,46000,,руб.,https://hh.ru/vacancy/74333444?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,30000,,руб.,https://hh.ru/vacancy/76684746?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/49279272?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор / Ведущий инженер-конструктор (ПГС),60000,100000,руб.,https://hh.ru/vacancy/76129120?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76288060?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор (здания и сооружения),130000,220000,руб.,https://hh.ru/vacancy/76496085?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,40000,60000,руб.,https://hh.ru/vacancy/76007718?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор КМД,45000,,руб.,https://hh.ru/vacancy/76907417?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,52000,,руб.,https://hh.ru/vacancy/75536618?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Начальник конструкторского-технологического отдела,100000,,руб.,https://hh.ru/vacancy/76279621?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (светопрозрачные конструкции),80000,150000,руб.,https://hh.ru/vacancy/76525479?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/75764060?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
